"Hash","string"
"PLAYR","{0}"
"2d978fc1","Kouta"
"HIMAR","Himari"
"9cf64cca","Luche"
"MAMEO","Mameo"
"MIREI","Mirei"
"ea707b0e","Shoma"
"JIJIM","Jijimon"
"YUKIA","Yukimura (Jyarimon)"
"YUKIB","Yukimura (Gigimon)"
"YUKIC","Yukimura (Guilmon)"
"YUKID","Yukimura (Growlmon)"
"5e46cb9c","Yukimura (WarGrowlmon)"
"5e46cb9f","Yukimura (Gallantmon)"
"RIKAA","Rikka (Salamon)"
"RIKAB","Rikka (Gatomon)"
"RIKAC","Rikka (Angewomon)"
"RIKAD","Rikka (Magnadramon)"
"40f8a8ef","Taomon"
"7fef4b0","Omegamon Zwart D"
"3fa9dd37","MetalEtemon"
"bfe13558","Datamon"
"5de9cbfc","Titamon"
"f037606a","Kuzuhamon"
"50c9e23e","Samudramon"
"ac2a0c4b","WarGreymon"
"3fa9dd35","MetalGarurumon"
"9bdd1b49","Machinedramon"
"375b1fc9","Tokomon"
"986a96d8","Shoutmon"
"812fd66f","Gotsumon"
"c1390916","Partner Digimon L"
"c1390915","Partner Digimon R"
"635c67b4","???"
"adabdeb","PlatinumSukamon"
"5e46cb9e","Yukimura (SkullGreymon)"
"1ae3b3f3","Omegamon Zwart D"
"YUKI0","Yukimura"
"RIKA0","Rikka"
"10e003f3","Mirei (Video)"
"24e3c322","Omegamon Alter-B"
"635c67bc","Friends"
"48520337","Rina"
"48919c1b","UlforceVeedramon"
"625c65c3","Noir"
"625c65c0","Piddomon A"
"625c65c1","Piddomon B"
"625c65c6","Piddomon C"
"625c65c7","Hyogamon A"
"625c65c4","Hyogamon B"
"869529ec","Numelfos the Light-Speed"
"869529ef","Moraigel the Surging"
"869529ee","Puplang the Stone"
"869529e9","Corellus the Venomous"
"869529e8","Skaffelt the Thunderous"
"869529eb","Modorius the Indulgent"
"869529ea","Geryl Panzer the Silent"
"869529e5","Kaoriel the Frozen"
"869529e4","Diarius the Ballistic"
"ceec9f4b","DO_NOT_TRANSLATE"
"a001","Botamon"
"a002","Punimon"
"a003","Poyomon"
"a004","YukimiBotamon"
"a005","Pabumon"
"a006","Jyarimon"
"a007","Zerimon"
"a008","Conomon"
"a009","Kuramon"
"a010","Pichimon"
"a011","DO_NOT_TRANSLATE"
"a012","Yuramon"
"a013","Botamon"
"a014","Punimon"
"b001","Koromon"
"b002","Tsunomon"
"b003","Tokomon"
"b004","DO_NOT_TRANSLATE"
"b005","Motimon"
"b006","Tanemon"
"b007","Gigimon"
"b008","Gummymon"
"b009","Kokomon"
"b010","Tsumemon"
"b011","Nyaromon"
"b012","Bukamon"
"b013","Koromon"
"b014","Tsunomon"
"c001","Agumon"
"c002","Gabumon"
"c003","Biyomon"
"c004","Patamon"
"c005","Tentomon"
"c006","Gomamon"
"c007","Palmon"
"c008","Salamon"
"c009","Veemon"
"c010","DO_NOT_TRANSLATE"
"c011","Wormmon"
"c012","Guilmon"
"c013","Terriermon"
"c014","Lopmon"
"c015","Renamon"
"c016","Gaomon"
"c017","DO_NOT_TRANSLATE"
"c018","DO_NOT_TRANSLATE"
"c019","DO_NOT_TRANSLATE"
"c020","DO_NOT_TRANSLATE"
"c021","DO_NOT_TRANSLATE"
"c022","DO_NOT_TRANSLATE"
"c023","Hagurumon"
"c024","Gotsumon"
"c025","Goblimon"
"c026","ToyAgumon"
"c027","DemiDevimon"
"c028","Lucemon"
"c029","Hackmon"
"c030","Agumon (Black)"
"c031","SnowAgumon"
"c032","Gabumon (Black)"
"c033","Psychemon"
"c034","Tsukaimon"
"c035","Aruraumon"
"c036","DO_NOT_TRANSLATE"
"c037","DO_NOT_TRANSLATE"
"c038","ToyAgumon (Black)"
"c039","ClearAgumon"
"c040","Solarmon"
"c041","SnowGoblimon"
"c042","Shamamon"
"c043","Keramon"
"c044","Gumdramon"
"c045","Shoutmon"
"c046","Agumon"
"c047","Gabumon"
"d001","Greymon"
"d002","Garurumon"
"d003","Birdramon"
"d004","Angemon"
"d005","Kabuterimon"
"d006","Ikkakumon"
"d007","Togemon"
"d008","Gatomon"
"d009","ExVeemon"
"d012","DO_NOT_TRANSLATE"
"d011","Stingmon"
"d010","Growlmon"
"d013","Gargomon"
"d014","Turuiemon"
"d015","Kyubimon"
"d016","GaoGamon"
"d017","DO_NOT_TRANSLATE"
"d018","Wizardmon"
"d019","Devimon"
"d020","Veedramon"
"d021","Tyrannomon"
"d022","DO_NOT_TRANSLATE"
"d023","Ogremon"
"d024","Leomon"
"d025","Meramon"
"d026","DO_NOT_TRANSLATE"
"d027","Vegiemon"
"d028","DO_NOT_TRANSLATE"
"d029","Nanimon"
"d030","DO_NOT_TRANSLATE"
"d031","DO_NOT_TRANSLATE"
"d032","Seadramon"
"d033","Kuwagamon"
"d034","Guardromon"
"d035","DO_NOT_TRANSLATE"
"d036","DO_NOT_TRANSLATE"
"d037","Woodmon"
"d038","BomberNanimon"
"d039","Icemon"
"d040","Hyogamon"
"d041","Piddomon"
"d042","Kyubimon (Silver)"
"d043","Gururumon"
"d044","Saberdramon"
"d045","BlackGatomon"
"d046","DO_NOT_TRANSLATE"
"d047","Fugamon"
"d048","Guardromon (Gold)"
"d049","Youkomon"
"d050","RedVeedramon"
"d051","GoldVeedramon"
"d052","Growlmon (Orange)"
"d053","Greymon (Blue)"
"d054","Garurumon (Black)"
"d055","RedVegiemon"
"d056","IceDevimon"
"d057","Sorcermon"
"d058","Chrysalimon"
"d059","Numemon"
"d060","Geremon"
"d061","Sukamon"
"d062","PlatinumSukamon"
"d063","Arresterdramon"
"d064","OmegaShoutmon"
"d065","Meicoomon"
"d066","Greymon"
"d067","Garurumon"
"e001","MetalGreymon"
"e002","WereGarurumon"
"e003","Garudamon"
"e004","MagnaAngemon"
"e005","MegaKabuterimon"
"e006","Zudomon"
"e007","Lillymon"
"e008","Angewomon"
"e009","Paildramon"
"e010","DO_NOT_TRANSLATE"
"e011","WarGrowlmon"
"e012","Rapidmon"
"e013","Antylamon"
"e014","Taomon"
"e015","MachGaogamon"
"e016","DO_NOT_TRANSLATE"
"e017","AeroVeedramon"
"e018","Myotismon"
"e019","LadyDevimon"
"e020","DO_NOT_TRANSLATE"
"e021","Mamemon"
"e022","MetalMamemon"
"e023","DO_NOT_TRANSLATE"
"e024","Lucemon FM"
"e025","MetalTyrannomon"
"e026","SkullGreymon"
"e027","Gigadramon"
"e028","Megadramon"
"e029","IceLeomon"
"e030","GrapLeomon"
"e031","DO_NOT_TRANSLATE"
"e032","DO_NOT_TRANSLATE"
"e033","BlueMeramon"
"e034","DO_NOT_TRANSLATE"
"e035","DO_NOT_TRANSLATE"
"e036","MegaSeadramon"
"e037","Okuwamon"
"e038","DO_NOT_TRANSLATE"
"e039","DO_NOT_TRANSLATE"
"e040","DO_NOT_TRANSLATE"
"e041","DO_NOT_TRANSLATE"
"e042","Datamon"
"e043","DO_NOT_TRANSLATE"
"e044","Meteormon"
"e045","MetalGreymon (Blue)"
"e046","WereGarurumon (Black)"
"e047","MegaKabuterimon (Blue)"
"e048","WarGrowlmon (Orange)"
"e049","BlackWarGrowlmon"
"e050","Rapidmon (Gold)"
"e051","Taomon (Silver)"
"e052","Doumon"
"e053","WaruSeadramon"
"e054","Infermon"
"e055","Etemon"
"e056","Monzaemon"
"e057","DO_NOT_TRANSLATE"
"e058","Maycrackmon VM"
"e059","Agunimon"
"e060","MetalGreymon"
"e061","WereGarurumon"
"f001","WarGreymon"
"f002","ShineGreymon"
"f003","MetalGarurumon"
"f004","DO_NOT_TRANSLATE"
"f005","Phoenixmon"
"f006","Seraphimon"
"f007","HerculesKabuterimon"
"f008","Vikemon"
"f009","Rosemon"
"f010","Magnadramon"
"f011","MarineAngemon"
"f012","Magnamon"
"f013","DO_NOT_TRANSLATE"
"f014","Gallantmon"
"f015","SaintGargomon"
"f016","Cherubimon"
"f017","Sakuyamon"
"f018","MirageGaogamon"
"f019","DO_NOT_TRANSLATE"
"f020","UlforceVeedramon"
"f021","VenomMyotismon"
"f022","Lilithmon"
"f023","Justimon"
"f024","DO_NOT_TRANSLATE"
"f025","Piedmon"
"f026","Lucemon SM"
"f027","RustTyranomon"
"f028","Samudramon"
"f029","Machinedramon"
"f030","Beelzemon"
"f031","DO_NOT_TRANSLATE"
"f032","BanchoLeomon"
"f033","Leviamon"
"f034","LordKnightmon"
"f035","Boltmon"
"f036","Creepymon"
"f037","DO_NOT_TRANSLATE"
"f038","DO_NOT_TRANSLATE"
"f039","MetalSeadramon"
"f040","GranKuwagamon"
"f041","DO_NOT_TRANSLATE"
"f042","Belphemon SM"
"f043","Barbamon"
"f044","Examon"
"f045","Titamon"
"f046","Gankoomon"
"f047","Kentaurosmon"
"f048","Craniamon"
"f049","BlackWarGreymon"
"f050","MetalGarurumon (Black)"
"f051","ChaosGallantmon"
"f052","Kuzuhamon"
"f053","Diaboromon"
"f054","MetalEtemon"
"f055","PlatinumNumemon"
"f056","Ophanimon"
"f057","Imperialdramon DM"
"f058","DO_NOT_TRANSLATE"
"f059","Leopardmon"
"f060","Dynasmon"
"f061","Jijimon"
"f062","KingSukamon"
"f063","Mastemon"
"f064","Alphamon"
"f065","Jesmon"
"f066","DO_NOT_TRANSLATE"
"f067","DO_NOT_TRANSLATE"
"f068","Susanomon"
"f069","WarGreymon"
"f070","MetalGarurumon"
"g001","Omegamon"
"g002","Omegamon Zwart"
"g003","DO_NOT_TRANSLATE"
"g004","Imperialdramon FM"
"g005","Imperialdramon PM"
"g006","Susanomon"
"g007","Belphemon RM"
"g008","Omegamon Zwart D"
"g009","Armageddemon"
"g010","Omegamon Alter-B"
"g011","DO_NOT_TRANSLATE"
"g012","DO_NOT_TRANSLATE"
"g013","Gallantmon CM"
"g014","Omegamon"
"k001","Numemon"
"k002","Botamon"
"k003","Hagurumon"
"k004","ToyAgumon"
"k005","PlatinumSukamon"
"k006","BlueMeramon"
"k007","DO_NOT_TRANSLATE"
"k008","DO_NOT_TRANSLATE"
"k009","DO_NOT_TRANSLATE"
"k010","DO_NOT_TRANSLATE"
"k011","DO_NOT_TRANSLATE"
"k012","DO_NOT_TRANSLATE"
"k013","DO_NOT_TRANSLATE"
"k014","DO_NOT_TRANSLATE"
"k015","DO_NOT_TRANSLATE"
"k016","DO_NOT_TRANSLATE"
"k017","DO_NOT_TRANSLATE"
"k018","DO_NOT_TRANSLATE"
"k019","DO_NOT_TRANSLATE"
"k020","DO_NOT_TRANSLATE"
"k021","DO_NOT_TRANSLATE"
"k022","DO_NOT_TRANSLATE"
"k023","DO_NOT_TRANSLATE"
"k024","DO_NOT_TRANSLATE"
"k025","DO_NOT_TRANSLATE"
"k026","DO_NOT_TRANSLATE"
"k027","DO_NOT_TRANSLATE"
"k028","DO_NOT_TRANSLATE"
"k029","DO_NOT_TRANSLATE"
"k030","DO_NOT_TRANSLATE"
"k031","DO_NOT_TRANSLATE"
"k032","DO_NOT_TRANSLATE"
"k033","DO_NOT_TRANSLATE"
"k034","DO_NOT_TRANSLATE"
"k035","DO_NOT_TRANSLATE"
"k036","DO_NOT_TRANSLATE"
"k037","DO_NOT_TRANSLATE"
"k038","DO_NOT_TRANSLATE"
"k039","DO_NOT_TRANSLATE"
"k040","DO_NOT_TRANSLATE"
"k041","DO_NOT_TRANSLATE"
"k042","DO_NOT_TRANSLATE"
"k043","DO_NOT_TRANSLATE"
"k044","DO_NOT_TRANSLATE"
"k045","DO_NOT_TRANSLATE"
"k046","DO_NOT_TRANSLATE"
"k047","DO_NOT_TRANSLATE"
"k048","DO_NOT_TRANSLATE"
"k049","DO_NOT_TRANSLATE"
"k050","DO_NOT_TRANSLATE"
"z001","Rina"
"z002","DO_NOT_TRANSLATE"
"z003","Shiki"
"z004","Takuto"
"z005","Himari"
"z006","Kouta"
"z007","Shoma"
"z008","Mameo"
"z009","Luche"
"z010","Mirei"
"f071","Minervamon"
"f072","Dianamon"
"f073","Darkdramon"
"f074","EmperorGreymon"
"f075","MagnaGarurumon"
"g015","ShineGreymon BM"
"g016","Rosemon Burst Mode"
"g017","Chaosmon"
"cb95b49e","A newborn Digimon.
Dark peach fuzz bristles across the
surface of its slimy body."
"cb8d6651","A newborn Digimon baby. Three tentacles
protrude from the top of its gelatinous
red body."
"cb8fa4a8","This baby Digimon uses its translucent
body to float on the digital sea like a
primitive jellyfish."
"b9cd51b","A baby Digimon covered in fluffy white
wool. Believed to be a type of Botamon,
but much remains unknown."
"cb9eaf32","A bubbly Digimon. Short-lived but
determined, this is a lovable baby."
"cb97f3f5","An extremely rare Digimon. This dragon-
type, in-training Digimon is said to be
sparse in number."
"b9a968c","A very happy Digimon with one horn.
Unlike other slime Digimon, Zerimon's
horn is surprisingly rigid."
"cb7e5bcf","A rather subdued Digimon with three
horns. Like other in-training Digimon,
uses acidic bubbles to defeat enemies."
"b80ff66","An unidentified Digimon that appeared on
a computer network. It's an amalgam of
humanity's destructive instincts."
"7829919c","The smallest Digimon there is. It's very,
very curious and is loved by everyone."
"78275305","DO_NOT_TRANSLATE"
"382f3d02","A seed-type Digimon, covered with fine
hairs. It floats through the air gently,
like a dandelion seed."
"382cfeab","This Botamon grows into an Agumon with
a special voice."
"782097f8","This Punimon grows into a Gabumon with
a special voice."
"ec2127eb","This small Digimon shed its fur and grew
one size bigger."
"2c1f4ddc","Small like Punimon, but with a hard
tentacle. It's a more feral Digivolution
than Punimon and is covered in bushy hair."
"2c1d0f45","Rare for an in-training Digimon, it has
hands and feet. It's cute but has a mouth
full of sharp teeth."
"ec1a6bae","DO_NOT_TRANSLATE"
"2c16fe97","This soft-bodied Digimon has a
retractable carapace and dodders around."
"2c14c038","A bulb Digimon with plant-like growths
sprouting from its head. Yuramon began
to Digivolve after falling to the ground."
"ec121d61","A quadruped Digimon that grew from
Jyarimon. With features like Tokomon,
it also has a mouth full of sharp teeth."
"ec0fde0a","A Digimon that grew from Zerimon. Bright
and cheerful like Zerimon. It also has a
rigid horn like Zerimon."
"2c0e04f3","A Digimon that grew from Conomon. Like
Conomon, it has three horns and a mature
personality."
"7f8c1c35","A Digimon in training, Digivolved from
Kuramon. The tips of the tentacles are
claw-like, and deadly."
"bf8ebfcc","A little Digimon, akin to a cat. It's always
fickle, very curious, and flighty, but
also a little on the lonely side."
"bf90fe5b","Looking like a baby plesiosaur, this is
a funny little Digimon. It moves strangely,
like a seahorse."
"7f946b72","This Koromon grows into an Agumon with a
special voice."
"7f832191","This Tsunomon grows into a Gabumon with
a special voice."
"93bd55e4","A reptile Digimon that grew to walk
erect, like a little dinosaur. Expected
to Digivolve into a powerful Digimon."
"d3bff8b3","A reptile Digimon covered in fur, which
is made from data from Garurumon. Feared
by other Digimon."
"93c365ca","A baby bird Digimon. Uses wings well to
grab things, but as a result, is a poor
flyer."
"93b21ce9","A mammal Digimon with big ears. Has
hidden holy powers and is said to bear
an ancient genome."
"93b45b40","A primitive insectoid Digimon with a
hard shell and undeveloped attacks. It
has one foreleg and four back claws."
"d3b6fe1f","A sea beast Digimon whose coat of fur
keeps it warm and lets it move on land.
Has a rascally personality."
"d3b93d76","A vegetation Digimon with tropical flowers
on its head. The odor of the flowers can
be changed to drive enemies away."
"d3cf0305","A sacred Digimon baby with droopy ears.
Still young, so it could be either good or
evil. Looks like a real animal."
"d3d1419c","A new, recently-discovered Digimon. A
remnant from the early days. An imp with a
powerful sense of justice."
"18f955a","12345678901234567890
12345678901234567890
12345678901234567890"
"18d56c3","A shy larva Digimon that's said to be
the descendant of ancient stock.
Digivolves into a powerful Adult."
"418b7cb4","This little dinosaur-like Digimon is
still a Child, but it has lots of
potential as fighting stock."
"188d91d","A mysterious Digimon with one horn.
It's utterly adorable, but shines with an
unsuspected power when fighting."
"1869a86","A very rare twin Digimon Child. Compared
to the rougher Terriermon, this one is more
of a lonely baby."
"41832e6f","A beast humanoid Digimon like a golden
fox. Taller and thinner than other
Childs, it attacks with great speed."
"4180ef10","A beast Digimon, perhaps a sub-species
of Gazimon. Wears gloves, perhaps to
protect its maturing claws."
"17e4c79","DO_NOT_TRANSLATE"
"41a381d2","DO_NOT_TRANSLATE"
"1a0de3b","DO_NOT_TRANSLATE"
"6e26df77","DO_NOT_TRANSLATE"
"ae29820e","DO_NOT_TRANSLATE"
"ae22c6c1","DO_NOT_TRANSLATE"
"6e24a018","A variety of machine Digimon with a gear
shape. Myriad gears lie within it as well,
and they are always turning."
"ae31d14b","An ore Digimon with powerful defenses
that seeks ore data from the field. A
bright, happy, rascal."
"ae340fa2","A little demon Digimon who loves trouble
but lacks bravery. Smarter than most
Childs. Maybe a little too smart?"
"6e2cef25","A unique Digimon made entirely from
plastic blocks. Adorable. Shy, unlike
the brazen Agumon."
"6e2f2dbc","A little devil Digimon shaped like a
bat. Exists as a familiar for Digimon
like Devimon and Myotismon."
"6e13573f","This child-like angel Digimon is said to
have descended to the Digital World in
ancient times. Very strong and wise."
